Subject,Course Number,Course Title,Requirement
JAPAN,C141,Introductory Readings in Japanese Buddhist Texts,Arts and Literature
JAPAN,144,Edo Literature,Arts and Literature
JAPAN,146,Japanese Historical Documents,Arts and Literature
JAPAN,155,Modern Japanese Literature,Arts and Literature
JAPAN,159,Contemporary Japanese Literature,Arts and Literature
JAPAN,163,Translation: Theory and Practice,Arts and Literature
JAPAN,170,Classical Japanese Literature in Translation,Arts and Literature
JAPAN,173,Modern Japanese Literature in Translation,Arts and Literature
JAPAN,177,Urami: Rancor and Revenge in Japanese Literature,Arts and Literature
JAPAN,180,Ghosts and the Modern Literary Imagination,Arts and Literature
JAPAN,181,"Mediating Disaster: Fukushima, Before and After",Arts and Literature
JAPAN,185,Introduction to Japanese Cinema,Arts and Literature
JAPAN,188,Japanese Visual Culture: Introduction to Anime,Arts and Literature
JAPAN,189,Topics in Japanese Film,Arts and Literature
JEWISH,121,Topics in Jewish Music,Arts and Literature
KHMER,101A,Advanced Khmer,Arts and Literature
KHMER,101B,Advanced Khmer,Arts and Literature
KOREAN,7A,Introduction to Premodern Korean Literature and Culture,Arts and Literature
KOREAN,7B,Introduction to Modern Korean Literature and Culture,Arts and Literature
KOREAN,101,Fourth-Year Readings: Korean Literature,Arts and Literature
KOREAN,111,Fifth-Year Readings: Reading and Analysis of Advanced Korean Texts,Arts and Literature
KOREAN,112,Fifth-Year Readings: Korean for Research and Professional Use,Arts and Literature
KOREAN,130,Genre and Occasion in Traditional Poetry,Arts and Literature
KOREAN,153,Readings in Modern Korean Literature,Arts and Literature
KOREAN,155,Modern Korean Fiction,Arts and Literature
KOREAN,157,Contemporary Korean Literature,Arts and Literature
KOREAN,170,Intercultural Encounters in Korean Literature,Arts and Literature
KOREAN,172,Gender and Korean Literature,Arts and Literature
KOREAN,174,Modern Korean Fiction in Translation,Arts and Literature
KOREAN,180,Critical Approaches to Modern Korean Literature,Arts and Literature
KOREAN,185,Picturing Korea,Arts and Literature
KOREAN,186,Introduction to Korean Cinema,Arts and Literature
KOREAN,187,History and Memory in Korean Cinema,Arts and Literature
KOREAN,188,Cold War Culture in Korea: Literature and Film,Arts and Literature
KOREAN,189,Korean Film Authors,Arts and Literature
LATIN,100,Republican Prose,Arts and Literature
LATIN,101,Vergil,Arts and Literature
LATIN,102,Lyric and Society,Arts and Literature
LATIN,116,"Lucretius, Vergil's <Georgics>",Arts and Literature
LATIN,119,Latin Epic,Arts and Literature
LATIN,120,Latin Prose to AD 14,Arts and Literature
LATIN,121,Tacitus,Arts and Literature
LATIN,122,Post-Augustan Prose,Arts and Literature
LATIN,140,Medieval Latin,Arts and Literature
LATIN,155A,Readings in Medieval Latin,Arts and Literature
LDARCH,1,Drawing a Green Future: Fundamentals of Visual Representation and Creativity,Arts and Literature
LGBT,C146A,Cultural Representations of Sexualities: Queer Literary Culture,Arts and Literature
LINGUIS,65,Music and Language,Arts and Literature
LINGUIS,106,Metaphor,Arts and Literature
LINGUIS,127,Cross-Cultural Verbal Art,Arts and Literature
LINGUIS,128,Linguistic Analysis of Literature,Arts and Literature
LS,20A,Arts and Literature,Arts and Literature
LS,20B,Arts and Literature,Arts and Literature
LS,20C,Arts and Literature,Arts and Literature
LS,20D,Arts and Literature,Arts and Literature
LS,20E,Arts and Literature,Arts and Literature
LS,25,Thinking Through Art and Design @Berkeley,Arts and Literature
LS,C40T,"Introduction to American Studies: Hollywood: the Place, the Industry, the Fantasy",Arts and Literature
LS,C60U,"Revolutionary Thinking: Marx, Nietzsche, Freud",Arts and Literature
LS,C76,Beauty and the Beholder: Approaching Art at the Berkeley Art Museum,Arts and Literature
LS,120B,Arts and Literature,Arts and Literature
LS,120C,Arts and Literature,Arts and Literature
LS,120D,Arts and Literature,Arts and Literature
LS,C138,Art and Activism,Arts and Literature
LS,C180T,Language and Power,Arts and Literature
MUSIC,25A,Introduction to Music Theory,Arts and Literature
MUSIC,25B,Introduction to Music Theory,Arts and Literature
MUSIC,26AC,Music in American Culture,Arts and Literature
MUSIC,N26AC,Music in American Cultures,Arts and Literature
MUSIC,27,Introduction to Western Music,Arts and Literature
MUSIC,N27,Introduction to Western Music,Arts and Literature
MUSIC,29,Music Now,Arts and Literature
MUSIC,43,Introduction to Improvisation,Arts and Literature
MUSIC,70,History of Music I,Arts and Literature
MUSIC,73,African American Music,Arts and Literature
MUSIC,74,Introduction to Selected Musics of the World,Arts and Literature
MUSIC,74AC,Introduction to Musics of the World: Hip Hop in Urban America,Arts and Literature
MUSIC,75,History of Western Music: Music to 1700,Arts and Literature
MUSIC,76,History of Western Music: The 18th and 19th Centuries,Arts and Literature
MUSIC,77,History of Western Music: The 20th Century,Arts and Literature
MUSIC,80,Studies of Musics of the World,Arts and Literature
MUSIC,101,New Music and the Arts,Arts and Literature
MUSIC,107,Independent Projects in Computer Music,Arts and Literature
MUSIC,108,Music Perception and Cognition,Arts and Literature
MUSIC,108M,Music Perception and Cognition,Arts and Literature
MUSIC,109,Music Cognition: The Mind Behind the Musical Ear,Arts and Literature
MUSIC,116A,Jazz Theory and Performance 1,Arts and Literature
MUSIC,116AM,Jazz Theory and Performance 1,Arts and Literature
MUSIC,116B,Jazz Theory and Performance 2,Arts and Literature
MUSIC,116BM,Jazz Theory and Performance 2,Arts and Literature
MUSIC,N116,Jazz Theory and Performance 1,Arts and Literature
MUSIC,128,Topics in the History of European and American Music,Arts and Literature
MUSIC,128A,Opera,Arts and Literature
MUSIC,128AM,Opera,Arts and Literature
MUSIC,128B,Beethoven,Arts and Literature
MUSIC,128BM,Beethoven,Arts and Literature
MUSIC,128D,J. S. Bach,Arts and Literature
MUSIC,128DM,J. S. Bach,Arts and Literature
MUSIC,128E,Mozart and Haydn,Arts and Literature
MUSIC,128P,Music and Meaning,Arts and Literature
MUSIC,C128P,Music and Meaning,Arts and Literature
MUSIC,128Q,The European/American Art Song,Arts and Literature
MUSIC,128S,Topics in Contemporary Improvised Music,Arts and Literature
MUSIC,128SM,Topics in Contemporary Improvised Music,Arts and Literature
MUSIC,128T,The American Musical,Arts and Literature
MUSIC,128TM,The American Musical,Arts and Literature
MUSIC,130B,African American Music,Arts and Literature
MUSIC,N130B,African American Music,Arts and Literature
MUSIC,132,Music of the Middle East,Arts and Literature
MUSIC,133AX,Music of Southeast Asia,Arts and Literature
MUSIC,133C,Music and Theater in Southeast Asia,Arts and Literature
MUSIC,133D,Music of Central Java,Arts and Literature
MUSIC,134A,Music of the East Asia Tradition,Arts and Literature
MUSIC,134B,Music of Japan,Arts and Literature
MUSIC,C134C,Sonic Culture in China,Arts and Literature
MUSIC,135A,Musics of the Caribbean,Arts and Literature
MUSIC,136,"World Music: Power, Aesthetics, and Connections",Arts and Literature
MUSIC,137AC,Music of the Civil Rights Era,Arts and Literature
MUSIC,C138,Art and Activism,Arts and Literature
MUSIC,139,Topics in Musics of the World,Arts and Literature
MUSIC,139AC,Topics in Musics of the World: Hip Hop in Urban America,Arts and Literature
MUSIC,150A,Instrumental Performance,Arts and Literature
MUSIC,150B,Vocal Performance,Arts and Literature
MUSIC,150D,Various Musical Practices Performance,Arts and Literature
MUSIC,150E,Jazz Performance,Arts and Literature
MUSIC,150H,Early Music Performance,Arts and Literature
MUSIC,151,Twentieth-Century Harmony,Arts and Literature
MUSIC,152,Advanced Musicianship,Arts and Literature
MUSIC,154A,Counterpoint,Arts and Literature
MUSIC,154B,Counterpoint,Arts and Literature
MUSIC,155,Music Composition,Arts and Literature
MUSIC,156,Studies in Musical Analysis,Arts and Literature
MUSIC,157A,Orchestration,Arts and Literature
MUSIC,157B,Orchestration,Arts and Literature
MUSIC,158,Musical Applications of Computers and Related Technologies,Arts and Literature
MUSIC,158A,Sound and Music Computing with CNMAT Technologies,Arts and Literature
MUSIC,159,Computer Programming for Music Applications,Arts and Literature
MUSIC,161A,Instrumental Conducting,Arts and Literature
MUSIC,161B,Instrumental Conducting,Arts and Literature
MUSIC,162,Choral Conducting,Arts and Literature
MUSIC,164,Current Trends in Jazz and Improvisation-Based Musics--A Performance Workshop,Arts and Literature
MUSIC,171D,The Performance of Baroque Music,Arts and Literature
MUSIC,172A,Mozart,Arts and Literature
MUSIC,179,"Topics in History, Culture, and Analysis",Arts and Literature
MUSIC,189,Topics in Research and Performance,Arts and Literature
NATAMST,20B,"Introduction to Native American Studies II: Cultural Practice, Art, and Identity",Arts and Literature
NATAMST,120,Topics in Native American Arts,Arts and Literature
NATAMST,150,Native American Narratives,Arts and Literature
NATAMST,C152,Native American Literature,Arts and Literature
NATAMST,158,Native Americans and the Cinema,Arts and Literature
NESTUD,15,Introduction to Near Eastern Art and Archaeology,Arts and Literature
NESTUD,18,Introduction to Ancient Egypt,Arts and Literature
NESTUD,102A,Archaeology of Ancient Egypt,Arts and Literature
NESTUD,102B,Archaeology of Ancient Egypt,Arts and Literature
NESTUD,105A,Ancient Mesopotamian Documents and Literature,Arts and Literature
NESTUD,106A,Art and Architecture of Ancient Egypt,Arts and Literature
NESTUD,106B,Art and Architecture of Ancient Egypt,Arts and Literature
NESTUD,113,"Gilgamesh: King, Hero, and God",Arts and Literature
NESTUD,C120A,The Art of Ancient Mesopotamia: 3500-1000 BCE,Arts and Literature
NESTUD,C120B,The Art of Ancient Mesopotamia: 1000-330 BCE,Arts and Literature
NESTUD,C121A,Topics in Islamic Art,Arts and Literature
NESTUD,C121B,Topics in Islamic Art,Arts and Literature
NESTUD,122,Iranian Archaeology,Arts and Literature
NESTUD,123,Mesopotamian Archaeology,Arts and Literature
NESTUD,124,Levantine Archaeology,Arts and Literature
NESTUD,126,Silk Road Art and Archaeology,Arts and Literature
NESTUD,129,Arts of Iran and Central Asia,Arts and Literature
NESTUD,139,Modern Jewish Literatures,Arts and Literature
NESTUD,154,Narratives of Identity in Israeli and Palestinian Fiction,Arts and Literature
NESTUD,162A,History of Persian Literature,Arts and Literature
NESTUD,165,Film and Fiction of Iran,Arts and Literature
PERSIAN,101A,Readings in Persian Literature,Arts and Literature
PERSIAN,101B,Readings in Persian Literature,Arts and Literature
PERSIAN,102A,Readings in Classical Persian Prose,Arts and Literature
PERSIAN,103A,Classical Persian Poetry,Arts and Literature
PERSIAN,103B,Classical Persian Poetry,Arts and Literature
PHILOS,6,"Man, God, and Society in Western Literature",Arts and Literature
PHILOS,7,Existentialism in Literature and Film,Arts and Literature
PHILOS,110,Aesthetics,Arts and Literature
PHILOS,C112,Music and Meaning,Arts and Literature
PHILOS,170,Descartes,Arts and Literature
PHILOS,181,Hegel,Arts and Literature
PORTUG,102,Readings in Portuguese,Arts and Literature
PORTUG,104,Introduction to Brazilian Literature,Arts and Literature
PORTUG,128,Twentieth-Century Brazilian Literature,Arts and Literature
PORTUG,135,Studies in Luso-Brazilian Literature,Arts and Literature
RELIGST,C109,Celtic Mythology and Oral Tradition,Arts and Literature
RELIGST,C119,The English Bible As Literature,Arts and Literature
RELIGST,C165,Hindu Mythology,Arts and Literature
RELIGST,C166,India's Great Epics: The Mahabharata and the Ramayana,Arts and Literature
RHETOR,20,Rhetorical Interpretation,Arts and Literature
RHETOR,22,Rhetoric of Shakespearean Drama,Arts and Literature
RHETOR,103A,Approaches and Paradigms in the History of Rhetorical Theory,Arts and Literature
RHETOR,103B,Approaches and Paradigms in the History of Rhetorical Theory II,Arts and Literature
RHETOR,104,Rhetorical Theory and Practice in Historical Eras,Arts and Literature
RHETOR,110,Advanced Argumentative Writing,Arts and Literature
RHETOR,112,Rhetoric of Narrative Genres in Nonliterate Societies,Arts and Literature
RHETOR,118,Undergraduate Seminar on the Theory and Practice of Reading and Interpretation,Arts and Literature
RHETOR,122,Rhetoric of Drama,Arts and Literature
RHETOR,124,Rhetoric of Poetry,Arts and Literature
RHETOR,125,Poetics and Poetry,Arts and Literature
RHETOR,131T,Genre in Film and Literature,Arts and Literature
RHETOR,132T,Auteur in Film,Arts and Literature
RHETOR,133T,Theories of Film,Arts and Literature
RHETOR,150,Rhetoric of Contemporary Politics,Arts and Literature
RHETOR,156,Rhetoric of the Political Novel,Arts and Literature
SASIAN,110,Introduction to Hinduism,Arts and Literature
SASIAN,C113,Buddhist Thought in India,Arts and Literature
SASIAN,121,Classical Indian Literature in Translation,Arts and Literature
SASIAN,124,Modern Indian Literature,Arts and Literature
SASIAN,128,Religious Movements in Modern India,Arts and Literature
SASIAN,140,Hindu Mythology,Arts and Literature
SASIAN,C140,Hindu Mythology,Arts and Literature
SASIAN,142,India's Great Epics,Arts and Literature
SASIAN,C142,India's Great Epics: The Mahabharata and the Ramayana,Arts and Literature
SCANDIN,60,Heroic Legends of the North,Arts and Literature
SCANDIN,100A,"Intermediate Scandinavian Languages (Danish, Norwegian, Swedish)",Arts and Literature
SCANDIN,100B,"Intermediate Scandinavian Languages (Danish, Norwegian, Swedish)",Arts and Literature
SCANDIN,101A,Intro Old Norse,Arts and Literature
SCANDIN,101B,Introduction to Old Norse II,Arts and Literature
SCANDIN,106,The Works of Hans Christian Andersen,Arts and Literature
SCANDIN,C107,Plays of Ibsen,Arts and Literature
SCANDIN,C108,Strindberg,Arts and Literature
SCANDIN,115,Studies in Drama and Film,Arts and Literature
SCANDIN,116,Studies in Prose,Arts and Literature
SCANDIN,120,The Novel in Scandinavian,Arts and Literature
SCANDIN,125,Old Norse Literature,Arts and Literature
SCANDIN,150,Studies in Scandinavian Literature,Arts and Literature
SCANDIN,160,Scandinavian Myth and Religion,Arts and Literature
SCANDIN,165,Scandinavian Folklore,Arts and Literature
SCANDIN,170,Arctic Folklore and Mythology in Nordic Lands,Arts and Literature
SEASIAN,128,Introduction to Modern Indonesian and Malaysian Literature in Translation,Arts and Literature
SEASIAN,129,Mainland Southeast Asian Literature,Arts and Literature
SEASIAN,C164,The Indonesian Connection: Dutch Literature About the Indies in English Translation,Arts and Literature
