depart	name	number	units
Molecular and Cell Biology (MCELLBI)	Introduction to Human Physiology Laboratory	32L	2
Molecular and Cell Biology (MCELLBI)	Genetics and Society	41	3
Molecular and Cell Biology (MCELLBI)	Biology for Voters	C44	3
Molecular and Cell Biology (MCELLBI)	The Immune System and Disease	50	3
Molecular and Cell Biology (MCELLBI)	Plagues and Pandemics	55	3
Molecular and Cell Biology (MCELLBI)	Brain, Mind, and Behavior	C61	3
Molecular and Cell Biology (MCELLBI)	Brain, Mind, and Behavior	W61	3
Molecular and Cell Biology (MCELLBI)	Drugs and the Brain	C62	3
Molecular and Cell Biology (MCELLBI)	Introduction to Functional Neuroanatomy	63	3
Molecular and Cell Biology (MCELLBI)	Exploring the Brain: Introduction to Neuroscience	C64	3
Molecular and Cell Biology (MCELLBI)	Sophomore Seminar	84	0.0
Molecular and Cell Biology (MCELLBI)	Sophomore Seminar	84B	1
Molecular and Cell Biology (MCELLBI)	Immunotherapy of Cancer: Success and Failures	88	2
Molecular and Cell Biology (MCELLBI)	Freshman Seminars: Biochemistry and Molecular Biology	90A	1
Molecular and Cell Biology (MCELLBI)	Freshman Seminars: Cell and Developmental Biology	90B	1
Molecular and Cell Biology (MCELLBI)	Freshman Seminars: Genetics and Development	90C	1
Molecular and Cell Biology (MCELLBI)	Freshman Seminars: Immunology	90D	1
Molecular and Cell Biology (MCELLBI)	Freshman Seminars: Neurobiology	90E	1
Molecular and Cell Biology (MCELLBI)	Immunology	91D	2
Molecular and Cell Biology (MCELLBI)	Studying the Biological Sciences	C96	1
Molecular and Cell Biology (MCELLBI)	Directed Group Study	98	1
Molecular and Cell Biology (MCELLBI)	Supervised Independent Study	99	1
Molecular and Cell Biology (MCELLBI)	Biochemistry: Pathways, Mechanisms, and Regulation	100B	4
Molecular and Cell Biology (MCELLBI)	Biophysical Chemistry: Physical Principles and the Molecules of Life	C100A	4
Molecular and Cell Biology (MCELLBI)	Survey of the Principles of Biochemistry and Molecular Biology	102	4
Molecular and Cell Biology (MCELLBI)	Bacterial Pathogenesis	C103	3
Molecular and Cell Biology (MCELLBI)	Genetics, Genomics, and Cell Biology	104	4
Molecular and Cell Biology (MCELLBI)	Molecular Biology: Macromolecular Synthesis and Cellular Function	110	4
Molecular and Cell Biology (MCELLBI)	General Biochemistry and Molecular Biology Laboratory	C110L	4
Molecular and Cell Biology (MCELLBI)	General Microbiology	C112	4
Molecular and Cell Biology (MCELLBI)	General Microbiology Laboratory	C112L	2
Molecular and Cell Biology (MCELLBI)	Introduction to Comparative Virology	C114	4
Molecular and Cell Biology (MCELLBI)	Microbial Diversity	C116	3
Molecular and Cell Biology (MCELLBI)	The Cancer Karyotype: What it is and What it Does	118	1
Molecular and Cell Biology (MCELLBI)	Cell and Systems Biology	130	4
Molecular and Cell Biology (MCELLBI)	Biology of Human Cancer	132	4
Molecular and Cell Biology (MCELLBI)	Physiology and Cell Biology Laboratory	133L	4
Molecular and Cell Biology (MCELLBI)	Chromosome Biology/Cytogenetics	C134	3
Molecular and Cell Biology (MCELLBI)	Topics in Cell and Developmental Biology: Molecular Endocrinology	135A	3
Molecular and Cell Biology (MCELLBI)	Physiology	136	4
Molecular and Cell Biology (MCELLBI)	Physical Biology of the Cell	137L	3
Molecular and Cell Biology (MCELLBI)	General Genetics	140	4
Molecular and Cell Biology (MCELLBI)	Genetics Laboratory	140L	4
Molecular and Cell Biology (MCELLBI)	Developmental Biology	141	4
Molecular and Cell Biology (MCELLBI)	Evolution of Genomes, Cells, and Development	143	3
Molecular and Cell Biology (MCELLBI)	Microbial Genomics and Genetics	C148	4
Molecular and Cell Biology (MCELLBI)	The Human Genome	149	3
Molecular and Cell Biology (MCELLBI)	Molecular Immunology	150	4
Molecular and Cell Biology (MCELLBI)	Immunology Laboratory	150L	4
Molecular and Cell Biology (MCELLBI)	Cellular and Molecular Neurobiology	160	4
Molecular and Cell Biology (MCELLBI)	Neurobiology Laboratory	160L	4
Molecular and Cell Biology (MCELLBI)	Circuit, Systems and Behavioral Neuroscience	161	4
Molecular and Cell Biology (MCELLBI)	Mammalian Neuroanatomy Lab	163L	4
Molecular and Cell Biology (MCELLBI)	Neurobiology of Disease	165	3
Molecular and Cell Biology (MCELLBI)	Biophysical Neurobiology	166	3
Molecular and Cell Biology (MCELLBI)	Undergraduate Teaching of Biology 1A Laboratory	180	1
Molecular and Cell Biology (MCELLBI)	Undergraduate Teaching of Molecular and Cell Biology 32 Laboratory	180C	1
Molecular and Cell Biology (MCELLBI)	IGI CRISPR Undergraduate Summer Workshop Intensive	N184	1
Molecular and Cell Biology (MCELLBI)	Undergraduate Student Instructor for Molecular and Cell Biology Courses	194	1
Molecular and Cell Biology (MCELLBI)	Honors Research	H196A	1
Molecular and Cell Biology (MCELLBI)	Honors Research	H196B	1
Molecular and Cell Biology (MCELLBI)	Supervised Internship	197	1
Molecular and Cell Biology (MCELLBI)	Directed Group Study	198	1
Molecular and Cell Biology (MCELLBI)	Supervised Independent Study and Research	199	1
Molecular and Cell Biology (MCELLBI)	Fundamentals of Molecular and Cell Biology	200A	3
Molecular and Cell Biology (MCELLBI)	Fundamentals of Molecular and Cell Biology	200B	3
Molecular and Cell Biology (MCELLBI)	Physical Biochemistry	206	3
Molecular and Cell Biology (MCELLBI)	Macromolecular Reactions and the Cell	210	4
Molecular and Cell Biology (MCELLBI)	Chemical Biology I - Structure, Synthesis and Function of Biomolecules	C212A	1
Molecular and Cell Biology (MCELLBI)	Chemical Biology II - Enzyme Reaction Mechanisms	C212B	1
Molecular and Cell Biology (MCELLBI)	Chemical Biology III - Contemporary Topics in Chemical Biology	C212C	1
Molecular and Cell Biology (MCELLBI)	Protein Chemistry, Enzymology, and Bio-organic Chemistry	C214	2
Molecular and Cell Biology (MCELLBI)	Microbial Diversity Workshop	C216	1
Molecular and Cell Biology (MCELLBI)	Mapping Metabolic Drivers of Disease using Chemoproteomic and Metabolomic Platforms	218A	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Synthetic Biology and Cellular Enzymology	218C	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Gene Regulation at the RNA Level	218D	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Viruses as Models for Eukaryote Gene Expression and Replication	218E	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Energy-dependent Proteases and Molecular Machines	218F	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Protein Synthesis in Bacteria and Mammals	218H	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Chemical Biology and Inorganic Chemistry	218I	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Advanced 20th Century Perspectives on Cancer Cell Genetics	218J	2
Molecular and Cell Biology (MCELLBI)	Gene Editing for Fundamental Biology and Therapeutics	218K	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Chemical Biology and Enzymology	218O	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Chemical Biology and Neuroscience	218P	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Single Molecular Imaging of Macromolecular Enzymes	218Q	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: The Protein Folding Problem	218R	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Cryo-Electron Microscopy of Macromolecules	218S	2
Molecular and Cell Biology (MCELLBI)	Electron Cryo-tomography of Macromolecular Complexes	218T	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Biophysics of Macromolecule Transport Across Membranes	218V	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Enzyme Catalysis	218W	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Chemical Reactions of Metabolism	218X	2
Molecular and Cell Biology (MCELLBI)	Molecular and Cellular Mechanisms of Nutrient Sensing	218Z	2
Molecular and Cell Biology (MCELLBI)	Structural Membrane Biology	219A	2
Molecular and Cell Biology (MCELLBI)	Regulation of Translation	219B	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Eukaryotic Gene Expression	219F	2
Molecular and Cell Biology (MCELLBI)	Virus-Host Interactions	219G	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Molecular and Cell Biology of &lt;Listeria monocytogenes&gt; Pathogenesis	219H	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Structure and Function of RNA	219J	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Structural Biology of Signaling and Replication	219S	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Signal Transduction Mechanisms	219T	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Single Molecule Biophysics	219U	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Cell Surface Glycoconjugate Interactions	219X	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Regulation of HIV Gene Expression	219Y	2
Molecular and Cell Biology (MCELLBI)	Research Review in Biochemistry and Molecular Biology: Telomere Synthesis and Dynamics	219Z	2
Molecular and Cell Biology (MCELLBI)	Advanced Cell Biology	230	4
Molecular and Cell Biology (MCELLBI)	Advanced Developmental and Stem Cell Biology	231	4
Molecular and Cell Biology (MCELLBI)	Advanced Mammalian Physiology	236	5
Molecular and Cell Biology (MCELLBI)	Stem Cells and Directed Organogenesis	C237	3
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Regulation of the Cell Cycle	239B	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Mechanics and Dynamics of Cell Movements	239BB	2
Molecular and Cell Biology (MCELLBI)	The Regulation of Meiotic Gene Expression and Cellular Morphogenesis	239C	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Epithelial Function, Structure, and Regulations	239D	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Cell Morphogenesis	239EE	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Nucleocytoplasmic Transport	239F	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Signal Transduction and Tumor Suppressor Genes	239FF	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Cell Division	239H	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Mechanisms of Control of Growth and Cell Proliferation	239HH	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Cytoskeleton and Cell Motility	239I	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Steroid Hormone and Growth Factor Action	239J	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Secretion and Cell Membrane Assembly	239K	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Assembly and Subcellular Organization of Bacterial Organelles	239KK	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: MicroRNA Functions in Cancer Development, Mouse Tumor Models	239M	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Biophysics of Cell Motility and Morphogenesis	239N	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Cancer Biology	239O	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Regulation of Cell Polarity in Drosophila	239Q	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Telomere Biology of Human Stem Cells	239R	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: The Cell Biology of Fertilization	239T	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: The Cytoskeleton and Morphogenesis	239U	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Molecular Mechanisms of Transduction in Touch and Pain Receptors	239V	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Leech Embryology and Development	239W	2
Molecular and Cell Biology (MCELLBI)	Malignant Transformation	239X	2
Molecular and Cell Biology (MCELLBI)	Research Review in Cell and Developmental Biology: Chromosome Remodeling and Reorganization During Meiosis	239Z	2
Molecular and Cell Biology (MCELLBI)	Advanced Genetic Analysis	240	4
Molecular and Cell Biology (MCELLBI)	Seq: Methods and Applications	C243	3
Molecular and Cell Biology (MCELLBI)	Discrete Mathematics for the Life Sciences	C244	4
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics and Development: Aging and Protein Homeostasis	249BB	2
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics and Development: Nucleic Acid-Protein Interactions and Control of Gene Expression	249C	2
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics and Development: Mechanisms of Genetic Regulation in Yeast	249D	2
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics and Development: Molecular Genetics of &lt;Drosophila&gt;	249E	2
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics and Development: Neuronal Development	249F	2
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics and Development: Developmental and Evolutionary Genetics	249G	2
Molecular and Cell Biology (MCELLBI)	Investigating Cellular Aging and Chromosome Segregation during Gametogenesis	249H	2
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics and Development: Developmental and Molecular Genetics of &lt;C. elegans&gt;	249J	2
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics and Development: Animal Origins	249K	2
Molecular and Cell Biology (MCELLBI)	Imaging Single Molecules: Fashion or Game Changer?	249L	2
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics and Development: Saccharomyces Cerevisiae Microtubule Cytoskeleton	249M	2
Molecular and Cell Biology (MCELLBI)	Physical Biology of Living Organisms	249MM	2
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics and Development: Gene Regulation	249N	2
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics and Development: Genome Sequences	249O	2
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics and Development: Computational Genomics	249Q	2
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics and Development: Evolution of Development Mechanisms	249S	2
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics, Genomics and Development: Evolution of Genomes	249T	2
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics and Development: Assembly of Eukaryotic Chromosomes	249U	2
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics and Development: Induction in Vertebrate Development and ES Cell Differentiation	249V	2
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics and Development: Comparative Genomics and Computational Biology	249X	2
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics and Development: Mechanisms of Gene Control in Vertebrate Animals	249Y	2
Molecular and Cell Biology (MCELLBI)	Research Review in Genetics and Development: Chromosome Structure and Integrity, Genome Evolution	249Z	2
Molecular and Cell Biology (MCELLBI)	Advanced Immunology	250	4
Molecular and Cell Biology (MCELLBI)	The Regulation of Immune System Development and Function	251	1
Molecular and Cell Biology (MCELLBI)	Mycobacterium Tuberculosis (Mtb)	259A	2
Molecular and Cell Biology (MCELLBI)	Research Review in Immunology and Pathogenesis: Specificity of T Lymphocytes	259B	2
